Date,Solar Radiation (W/m²),Temperature (°C),Wind Speed (m/s),Humidity (% RH),Surface Temperature (°C)
20041124,13.63,23.05,1.54,26.43,22.26
20041125,13.46,22.71,2.29,29.92,23.13
20041126,12.22,22.38,2.76,33.14,22.59
20041127,11.9,21.87,2.59,40.89,22.44
20041128,13.08,21.49,2.3,38.49,21.6
20041129,14.29,21.72,2.99,32.28,21.48
20041130,13.83,21.67,1.92,31.05,21.2
20041201,13.36,18.67,3.72,43.55,19.3
20041202,13.47,17.35,2.85,40.11,18.51
20041203,12.76,17.14,2.62,40.12,17.77
20041204,13.14,19.02,2.12,32.09,19.1
20041205,14.29,19.63,2.84,28.1,20.1
20041206,14.25,20.33,1.86,23.04,20.38
20041207,11.86,19.62,2.76,19.91,19.29
20041208,14.97,18.45,2.99,19.76,18.21
20041209,14.49,19.8,1.61,15.69,17.6
20041210,14.4,20.37,2.17,14.04,18.81
20041211,11.81,19.68,2.21,15.31,18.02
20041212,14.07,19.73,2.58,18.51,18.61
20041213,13.99,19.06,2.57,22.39,18.79
20041214,13.75,19.8,1.97,19.76,18.08
20041215,14.21,20.89,2.12,19.23,18.29
20041216,14.82,20.84,2.03,20.24,18.87
20041217,14.58,21.62,2.03,19.59,19.24
20041218,15.01,20.49,3.34,21.01,18.97
20041219,13.39,18.41,4.7,27.89,17.78
20041220,13.12,16.77,2.86,33.13,16.95
20041221,13.58,14.78,3.25,28.63,15.1
20041222,13.02,14.35,3.13,31.27,14.79
20041223,12.91,15.21,2.61,30.07,15.2
20041224,7.89,15.72,2.99,29.16,16.0
20041225,13.27,14.93,3.22,29.26,15.15
20041226,13.51,13.7,2.75,28.19,13.63
20041227,13.77,15.36,3.0,22.82,14.88
20041228,14.1,16.81,3.04,23.31,16.32
20041229,11.92,18.75,1.83,40.2,17.08
20041230,7.69,18.67,2.53,59.19,18.41
20041231,7.65,14.17,4.84,60.13,14.52
20050101,15.28,13.25,2.78,51.68,14.23
20050102,13.82,12.8,2.94,51.31,13.83
20050103,14.73,13.49,2.96,49.83,14.14
20050104,14.1,12.57,3.23,50.54,13.32
20050105,14.43,13.4,2.27,49.09,13.97
20050106,14.23,15.29,2.49,44.89,15.41
20050107,13.83,16.19,1.85,41.73,15.94
20050108,14.12,17.65,2.81,36.42,16.48
20050109,13.63,17.44,3.07,43.45,16.91
20050110,14.41,15.58,2.62,39.98,15.3
20050111,14.98,14.43,3.17,31.05,14.46
20050112,15.05,14.53,3.02,29.1,14.79
20050113,13.72,16.55,2.61,23.79,16.54
20050114,15.22,16.91,3.09,25.51,17.42
20050115,13.4,16.19,3.65,38.23,17.12
20050116,14.07,15.71,3.88,30.46,16.49
20050117,14.76,14.45,3.94,42.37,14.87
20050118,15.69,14.95,1.97,26.18,13.58
20050119,15.98,14.28,2.8,22.81,14.08
20050120,10.1,15.25,2.77,18.68,15.47
20050121,10.85,15.48,2.47,29.63,16.04
20050122,15.2,14.95,2.92,44.19,15.88
20050123,11.5,13.75,2.37,43.14,14.55
20050124,8.15,14.79,2.56,31.21,15.73
20050125,6.04,11.87,2.55,68.14,12.62
20050126,16.23,14.37,1.52,59.42,14.85
20050127,13.94,15.59,2.33,45.39,15.28
20050128,17.5,13.62,2.07,34.43,13.75
20050129,16.77,11.59,4.07,46.26,12.69
20050130,17.06,11.49,3.53,39.3,12.48
20050131,18.17,12.12,4.06,31.08,12.43
20050201,16.59,13.54,2.38,25.53,13.05
20050202,16.92,15.9,1.79,19.18,14.83
20050203,16.28,16.24,2.56,17.42,15.13
20050204,16.41,17.55,2.52,24.25,16.88
20050205,9.89,17.4,3.08,44.6,18.51
20050206,11.77,16.8,3.03,63.05,18.7
20050207,12.03,18.14,3.57,62.49,19.02
20050208,13.63,18.61,3.18,62.34,19.56
20050209,13.87,19.45,2.28,53.33,19.15
20050210,8.82,20.03,4.37,53.57,19.38
20050211,15.2,19.11,2.7,60.89,20.05
20050212,15.24,21.09,2.75,46.7,21.97
20050213,14.27,21.71,2.53,37.87,22.57
20050214,11.69,19.03,3.45,46.39,20.74
20050215,18.55,20.52,6.16,44.37,21.26
20050216,20.66,16.0,3.25,25.81,17.36
20050217,18.56,15.31,2.83,26.95,16.85
20050218,18.75,14.05,3.97,25.4,15.15
20050219,19.8,11.79,2.88,22.78,13.03
20050220,20.05,13.62,2.78,19.96,14.16
20050221,20.58,13.95,2.61,21.25,14.53
20050222,19.42,16.25,1.89,18.04,15.89
20050223,19.62,16.49,2.53,21.67,17.57
20050224,16.17,19.06,2.23,23.17,20.41
20050225,17.95,20.62,2.49,28.85,22.49
20050226,14.55,20.03,2.75,36.7,20.65
20050227,16.82,23.16,2.38,34.69,24.01
20050228,15.22,21.24,2.58,39.99,22.03
20050301,19.24,21.27,3.44,43.22,23.44
20050302,16.28,22.08,3.51,48.49,23.14
20050303,20.13,22.81,2.99,44.2,24.8
20050304,20.54,22.58,2.8,41.13,25.06
20050305,20.75,23.08,2.21,33.33,24.82
20050306,15.99,21.07,2.93,44.47,22.19
20050307,19.84,22.6,2.54,36.96,24.54
20050308,18.36,23.49,2.81,35.98,25.18
20050309,17.95,23.02,4.23,44.65,24.92
20050310,21.71,20.94,3.3,53.71,23.52
20050311,23.01,23.21,2.36,40.06,24.93
20050312,23.61,24.69,2.34,29.9,25.34
20050313,24.23,26.95,1.31,20.98,27.37
20050314,22.65,27.84,2.35,19.48,28.24
20050315,22.5,29.39,1.99,19.1,29.79
20050316,22.34,30.92,1.12,18.32,31.41
20050317,21.15,30.48,1.76,19.09,31.49
20050318,22.26,29.68,2.73,23.41,30.2
20050319,20.96,28.42,1.16,31.24,30.73
20050320,22.17,29.27,2.16,30.45,31.17
20050321,22.36,25.37,4.96,41.44,27.41
20050322,25.43,24.8,2.47,20.71,27.28
20050323,24.76,23.54,3.59,32.0,25.8
20050324,24.75,25.06,2.5,23.95,27.46
20050325,21.09,27.27,3.86,18.85,28.29
20050326,22.99,28.0,2.26,27.26,30.74
20050327,23.66,28.33,3.01,23.67,29.63
20050328,24.51,28.08,2.42,15.91,29.69
20050329,25.32,25.7,3.8,18.24,27.84
20050330,26.16,26.11,2.45,14.35,27.76
20050331,26.48,26.55,2.26,12.3,27.35
20050401,26.53,28.82,1.92,8.57,27.9
20050402,25.96,29.89,2.04,6.85,29.64
20050403,27.04,30.9,2.05,8.46,30.88
20050404,26.97,32.06,2.45,9.23,31.49
20050405,27.21,31.1,3.89,7.83,31.28
20050406,24.35,31.26,6.95,9.48,32.01
20050407,25.0,28.42,7.7,14.9,29.47
20050408,27.3,24.81,4.71,7.34,26.7
20050409,27.2,23.28,3.94,7.09,24.63
20050410,26.45,23.9,1.98,6.99,24.83
20050411,25.43,25.12,2.57,7.96,26.04
20050412,25.67,26.86,2.04,8.55,28.55
20050413,25.44,29.62,2.78,7.73,30.34
20050414,26.46,30.38,2.41,9.51,30.53
20050415,25.8,29.44,2.62,16.32,31.31
20050416,26.49,30.75,2.05,11.9,32.46
20050417,27.38,31.99,1.2,8.84,32.97
20050418,26.77,32.43,1.99,7.09,33.0
20050419,27.03,33.3,2.04,7.22,34.51
20050420,26.03,33.82,2.59,9.76,36.19
20050421,22.98,32.79,1.98,12.24,34.39
20050422,17.47,31.94,3.16,19.48,32.9
20050423,19.25,32.84,3.19,29.01,35.17
20050424,24.35,33.0,1.98,24.12,36.46
20050425,23.05,32.98,2.39,23.62,35.74
20050426,24.41,31.78,2.75,26.41,35.37
20050427,24.17,31.09,3.62,25.07,34.92
20050428,18.93,31.48,2.83,22.39,35.14
20050429,22.77,30.57,2.85,34.3,33.82
20050430,20.69,32.89,2.47,30.39,36.24
20050501,22.24,30.63,1.85,47.51,30.96
20050502,22.76,29.17,2.36,42.72,31.25
20050503,20.13,30.24,1.97,39.48,32.62
20050504,23.0,30.74,2.74,36.98,33.67
20050505,26.81,31.58,2.03,37.26,34.52
20050506,25.55,33.73,4.63,30.15,36.07
20050507,25.28,33.17,5.76,36.97,35.64
20050508,27.15,32.01,5.42,29.38,34.33
20050509,28.17,31.5,4.4,20.12,33.51
20050510,29.39,31.31,4.94,11.29,32.67
20050511,28.59,31.64,5.46,15.22,32.95
20050512,28.35,33.22,4.82,19.21,35.09
20050513,27.43,33.76,4.94,20.85,35.5
20050514,27.96,33.89,3.15,14.6,35.27
20050515,26.76,34.98,3.35,10.17,35.94
20050516,26.63,35.56,4.24,18.55,37.75
20050517,26.02,35.15,4.5,26.36,38.14
20050518,26.86,35.84,4.91,25.43,37.8
20050519,27.63,35.93,4.16,11.23,36.77
20050520,27.59,35.76,3.6,11.63,37.4
20050521,24.76,36.28,3.85,17.21,38.33
20050522,23.65,34.0,3.45,21.16,36.69
20050523,25.91,33.83,2.95,25.03,37.54
20050524,25.19,35.44,1.81,14.52,38.62
20050525,24.24,35.95,2.76,17.72,37.19
20050526,25.88,35.22,5.38,22.3,37.76
20050527,28.6,34.28,2.15,13.48,38.1
20050528,22.89,35.61,3.3,11.95,38.78
20050529,22.77,33.78,2.46,21.12,36.51
20050530,26.22,34.69,1.25,25.94,38.96
20050531,26.9,35.74,2.55,22.31,39.33
20050601,26.83,36.66,6.38,22.93,39.17
20050602,26.96,36.77,7.4,22.37,38.92
20050603,27.27,36.15,6.91,27.52,38.37
20050604,27.43,36.39,5.38,25.56,38.67
20050605,27.72,37.54,5.66,23.52,39.89
20050606,27.03,38.21,5.89,27.82,41.05
20050607,23.81,37.46,5.62,27.98,40.3
20050608,24.35,37.56,5.36,26.64,40.48
20050609,25.45,37.6,5.85,21.74,39.99
20050610,25.61,36.08,5.54,28.03,38.93
20050611,22.25,36.55,6.83,29.78,39.06
20050612,23.86,35.53,4.09,33.43,38.44
20050613,25.89,34.4,4.36,31.46,36.41
20050614,26.88,35.6,1.76,25.87,38.86
20050615,27.27,36.97,2.85,21.86,40.25
20050616,27.26,36.47,5.72,22.59,39.16
20050617,27.32,36.63,3.69,25.59,40.76
20050618,27.59,36.88,5.06,24.62,40.06
20050619,23.97,37.95,2.42,20.37,41.74
20050620,18.8,38.45,2.34,25.96,41.81
20050621,19.52,36.45,3.11,41.96,38.83
20050622,25.79,37.06,2.92,42.2,39.94
20050623,27.14,38.3,5.09,36.69,41.55
20050624,27.87,38.68,4.88,35.25,42.54
20050625,26.53,38.65,5.72,39.98,42.87
20050626,23.26,39.39,7.35,37.09,42.98
20050627,21.99,37.8,6.9,41.61,41.56
20050628,24.04,37.31,6.18,42.12,41.82
20050629,22.46,37.97,3.52,40.1,43.0
20050630,23.34,36.07,4.28,47.98,39.73
20050701,25.43,35.41,4.4,51.17,38.27
20050702,24.72,35.19,3.51,49.5,38.07
20050703,24.72,35.39,4.65,48.04,38.26
20050704,23.91,36.08,4.75,42.71,39.88
20050705,25.32,35.85,3.9,43.37,38.99
20050706,23.24,35.11,3.42,44.83,38.11
20050707,23.82,35.53,3.23,40.62,39.24
20050708,23.13,36.73,2.78,38.44,40.5
20050709,20.46,37.48,2.6,36.6,41.1
20050710,24.3,37.87,4.31,34.56,41.26
20050711,23.17,37.66,6.46,35.77,41.08
20050712,21.28,36.47,5.38,39.68,40.24
20050713,21.87,35.84,3.84,41.2,38.34
20050714,23.22,36.5,4.75,39.68,40.02
20050715,23.89,36.82,4.49,38.4,40.53
20050716,23.4,34.44,3.37,45.48,37.92
20050717,25.27,36.01,4.54,39.77,39.78
20050718,24.5,35.95,6.15,39.25,38.87
20050719,24.71,36.02,6.3,38.53,39.17
20050720,23.29,35.98,7.65,39.46,38.95
20050721,24.13,35.58,6.51,40.07,38.97
20050722,24.27,35.77,6.25,41.06,39.14
20050723,23.81,36.37,5.9,36.98,39.72
20050724,25.25,36.35,4.73,36.4,40.39
20050725,23.72,37.96,3.46,32.36,41.74
20050726,24.82,38.58,3.56,32.04,42.93
20050727,22.67,36.51,5.64,37.64,39.53
20050728,23.79,35.08,2.25,43.94,37.09
20050729,25.46,33.3,2.16,56.34,34.21
20050730,24.14,32.88,2.3,57.74,34.17
20050731,23.43,34.34,1.61,52.1,36.87
20050801,14.26,35.42,1.72,46.97,37.15
20050802,24.43,35.55,1.97,46.24,37.99
20050803,24.76,37.51,1.91,40.9,41.08
20050804,23.79,38.06,3.26,38.79,41.27
20050805,24.65,35.65,7.6,49.54,38.18
20050806,22.26,34.61,7.35,47.11,37.58
20050807,21.01,33.59,8.25,47.44,36.25
20050808,18.78,32.8,4.98,47.58,36.32
20050809,21.11,33.1,4.78,44.95,36.21
20050810,22.86,33.63,5.55,42.64,36.42
20050811,23.71,33.98,5.98,42.12,36.73
20050812,23.38,34.4,6.02,41.75,37.15
20050813,23.27,35.11,5.11,43.01,38.74
20050814,24.02,35.5,5.46,39.92,38.74
20050815,23.99,35.37,6.69,40.49,38.2
20050816,24.83,34.92,4.19,40.72,38.51
20050817,22.91,35.52,4.75,39.5,39.01
20050818,24.38,34.95,5.93,43.27,37.95
20050819,25.13,35.55,6.18,43.05,38.5
20050820,25.38,35.27,5.66,41.91,38.65
20050821,25.26,34.88,6.14,37.1,37.89
20050822,25.61,34.02,6.41,36.76,36.82
20050823,25.16,33.77,6.57,38.27,36.38
20050824,24.92,33.43,7.3,40.31,35.89
20050825,25.04,33.8,7.07,41.08,36.27
20050826,24.71,33.89,6.63,39.82,36.28
20050827,25.26,33.88,6.95,38.42,36.14
20050828,25.52,33.79,4.83,36.72,36.61
20050829,25.99,33.81,3.69,37.16,37.01
20050830,25.04,34.52,4.34,35.03,37.24
20050831,25.72,33.58,5.11,35.69,36.18
20050901,24.59,33.19,4.15,32.95,36.2
20050902,24.34,34.33,3.87,28.43,36.91
20050903,25.07,34.88,3.89,25.02,37.32
20050904,24.29,35.5,3.43,24.43,38.17
20050905,23.93,36.18,2.7,27.65,39.52
20050906,22.4,37.58,2.15,24.4,40.26
20050907,15.23,37.33,3.2,29.59,39.54
20050908,16.07,32.1,2.39,61.01,32.38
20050909,17.55,30.14,1.19,72.17,31.01
20050910,21.07,29.41,1.72,68.96,30.79
20050911,22.46,30.88,3.38,59.77,32.32
20050912,20.63,30.71,4.98,60.81,32.3
20050913,17.7,30.11,5.6,67.26,31.91
20050914,15.35,29.36,7.03,65.9,30.83
20050915,10.42,29.3,6.62,63.34,30.95
20050916,17.51,30.91,2.32,56.83,33.71
20050917,21.97,31.95,3.15,57.1,34.17
20050918,17.34,32.94,1.81,51.04,35.74
20050919,22.6,32.57,3.5,47.67,34.6
20050920,22.91,32.71,2.9,39.26,34.42
20050921,23.18,33.4,2.73,31.58,34.73
20050922,21.74,33.57,2.16,39.69,36.35
20050923,17.07,33.55,2.96,45.53,35.86
20050924,19.96,33.15,3.14,46.43,35.18
20050925,21.04,31.85,5.16,45.59,33.69
20050926,21.82,30.59,4.96,46.25,32.51
20050927,21.2,30.5,4.31,46.26,32.5
20050928,21.69,30.8,4.0,44.36,32.66
20050929,21.35,30.57,3.82,35.5,31.95
20050930,22.01,30.07,4.4,37.37,31.3
20051001,21.98,29.62,4.6,35.82,30.88
20051002,22.02,29.33,4.68,38.28,30.58
20051003,22.26,29.72,4.7,37.35,31.05
20051004,21.86,29.08,4.69,35.38,30.16
20051005,21.78,29.26,3.48,37.72,30.62
20051006,21.3,29.36,3.5,33.12,30.32
20051007,21.88,29.89,3.19,29.71,30.66
20051008,21.57,29.24,3.41,29.49,29.79
20051009,21.79,29.49,2.52,29.07,30.12
20051010,21.3,29.46,2.81,24.47,30.0
20051011,20.7,29.85,3.29,27.28,30.31
20051012,20.34,29.93,2.29,27.05,30.38
20051013,20.07,30.87,2.09,26.53,30.69
20051014,19.8,30.92,1.59,25.01,31.01
20051015,19.97,30.88,1.13,23.9,31.27
20051016,19.84,30.68,1.49,21.53,31.03
20051017,19.2,27.87,2.97,26.57,29.17
20051018,19.0,27.7,3.06,24.35,28.54
20051019,17.34,26.6,3.0,24.55,27.09
20051020,16.61,26.38,3.05,29.62,27.12
20051021,17.71,25.96,3.16,23.92,26.3
20051022,18.63,27.09,1.59,21.03,26.32
20051023,19.63,28.2,1.65,16.78,26.37
20051024,19.38,27.15,2.24,16.63,26.04
20051025,19.08,27.31,2.28,15.97,25.91
20051026,18.63,27.79,1.45,14.69,26.12
20051027,17.72,26.15,2.31,21.66,25.91
20051028,17.39,25.89,2.63,20.91,25.92
20051029,18.25,25.98,2.58,18.72,25.08
20051030,18.91,26.6,2.51,14.88,24.65
20051031,18.53,25.98,2.39,14.23,25.11
20051101,17.79,25.41,2.03,22.55,25.04
20051102,15.92,25.49,1.74,22.51,25.18
20051103,14.66,24.08,2.67,25.33,24.96
20051104,13.96,23.43,2.91,30.28,24.11
20051105,13.87,22.98,2.61,29.35,23.75
20051106,15.29,22.48,2.59,28.28,23.03
20051107,15.27,22.81,2.41,24.43,22.6
20051108,16.48,23.15,2.49,20.14,22.93
20051109,16.59,23.87,2.22,18.35,22.97
20051110,16.68,24.57,2.26,16.64,22.38
20051111,16.27,24.07,1.64,15.83,21.69
20051112,15.82,23.55,1.89,19.6,22.28
20051113,16.34,23.1,2.06,30.42,22.55
20051114,15.72,24.36,2.07,30.66,23.28
20051115,15.88,24.31,2.49,26.1,22.97
20051116,16.08,23.38,2.87,23.64,22.52
20051117,16.59,21.68,2.53,20.02,20.97
20051118,16.18,23.84,2.68,13.84,21.88
20051119,15.84,23.82,2.66,18.14,22.93
20051120,16.25,24.69,1.14,18.07,22.91
20051121,15.78,23.8,1.95,19.98,22.32
20051122,15.14,22.8,1.93,19.15,21.49
20051123,14.55,22.3,2.09,20.56,21.07
20051124,15.63,21.41,3.31,21.26,21.2
20051125,15.46,21.13,2.67,21.67,20.76
20051126,15.07,20.45,2.92,24.08,20.57
20051127,14.32,20.16,2.71,23.54,19.38
20051128,14.24,17.03,3.99,38.37,17.5
20051129,14.5,15.83,3.52,42.18,16.37
20051130,15.38,16.3,2.64,25.62,15.91
20051201,16.19,16.06,2.51,17.55,14.55
20051202,15.68,14.78,3.39,19.35,14.33
20051203,15.57,15.87,2.51,18.86,14.33
20051204,15.41,16.91,2.42,15.51,15.24
20051205,15.13,18.36,2.18,15.47,16.81
20051206,15.02,19.18,1.95,16.14,17.11
20051207,15.07,19.06,2.24,17.4,17.4
20051208,15.17,19.99,1.74,18.82,17.89
20051209,14.59,19.14,2.42,21.41,17.79
20051210,14.51,17.75,2.86,23.53,16.87
20051211,14.53,15.89,2.41,23.83,15.29
20051212,14.86,15.72,2.61,17.89,14.45
20051213,15.07,15.34,2.43,17.25,13.87
20051214,14.88,15.92,1.95,17.19,13.97
20051215,15.1,14.9,2.99,19.47,14.34
20051216,14.18,14.28,3.17,19.38,13.69
20051217,14.31,13.73,2.68,19.83,12.41
20051218,14.02,14.4,2.27,18.17,12.01
20051219,14.19,14.71,2.39,18.1,12.86
20051220,13.26,14.16,2.7,22.71,13.44
20051221,12.31,13.82,3.15,23.36,13.0
20051222,12.16,12.7,2.87,22.85,11.99
20051223,12.31,12.27,2.62,24.41,10.77
20051224,13.17,13.9,2.06,28.36,11.43
20051225,13.81,15.61,1.72,25.13,13.44
20051226,13.12,17.3,2.5,18.14,15.08
20051227,12.19,18.4,3.94,29.16,17.66
20051228,13.46,17.83,2.98,37.95,17.85
20051229,14.07,18.18,1.51,26.84,17.22
20051230,13.25,16.87,2.26,26.97,16.73
20051231,11.63,17.61,1.8,27.67,16.23
20060101,10.12,16.37,3.54,30.2,16.39
20060102,11.07,12.74,3.14,53.26,13.29
20060103,15.33,10.4,2.9,19.81,10.39
20060104,14.86,10.12,3.38,22.83,10.08
20060105,15.67,10.67,3.26,24.64,10.19
20060106,16.02,9.93,3.9,16.82,9.42
20060107,16.68,9.2,3.55,14.03,8.5
20060108,16.11,10.58,2.77,17.52,9.29
20060109,12.59,12.32,2.27,16.45,11.36
20060110,14.68,14.02,2.92,16.4,13.95
20060111,15.06,13.36,3.34,18.21,12.68
20060112,15.23,14.87,2.4,14.72,13.15
20060113,14.92,17.24,1.7,15.67,14.95
20060114,13.87,18.72,1.82,15.55,15.57
20060115,11.68,18.67,3.78,24.96,17.21
20060116,14.28,17.72,2.91,39.62,18.2
20060117,13.03,18.17,2.8,54.63,18.35
20060118,14.21,18.7,2.24,50.49,18.6
20060119,12.08,17.12,2.71,44.58,17.96
20060120,14.9,15.63,3.15,32.61,16.28
20060121,15.56,14.49,2.16,29.95,15.28
20060122,15.5,14.52,2.22,27.1,15.04
20060123,15.6,15.83,2.49,25.64,15.02
20060124,15.66,16.33,2.12,24.28,15.43
20060125,16.36,16.66,2.4,21.42,15.94
20060126,16.64,16.68,2.78,19.74,16.56
20060127,16.26,18.01,2.37,18.71,17.22
20060128,14.82,19.18,2.51,15.96,17.56
20060129,14.52,19.16,2.59,17.23,17.91
20060130,15.21,20.09,2.15,16.67,18.9
20060131,16.95,20.16,2.18,18.04,19.16
20060201,12.69,19.65,2.96,21.84,19.25
20060202,16.53,19.53,3.17,25.74,20.29
20060203,17.04,21.07,2.25,22.43,20.2
20060204,18.03,22.65,1.53,18.81,20.04
20060205,16.05,22.54,2.64,15.56,20.17
20060206,14.72,22.18,2.25,15.39,20.92
20060207,16.75,21.11,1.74,18.17,20.71
20060208,17.06,20.71,3.03,18.49,20.6
20060209,17.61,21.04,3.25,21.29,21.38
20060210,17.85,22.34,1.97,20.04,21.94
20060211,18.06,23.25,3.53,19.54,22.93
20060212,17.97,25.29,2.23,17.71,24.2
20060213,16.28,25.45,1.69,21.17,25.18
20060214,14.09,24.24,3.02,25.8,23.93
20060215,17.8,23.55,3.24,28.84,24.09
20060216,16.91,24.2,1.89,33.03,25.07
20060217,17.64,24.68,1.64,31.94,26.07
20060218,16.28,24.23,2.13,33.15,25.27
20060219,16.73,25.44,3.23,33.86,26.3
20060220,18.1,26.04,1.69,27.78,26.77
20060221,19.07,24.49,2.53,26.64,25.66
20060222,17.41,25.34,2.69,26.16,26.38
20060223,19.47,24.43,2.85,29.37,26.46
20060224,19.74,25.36,2.5,25.33,26.45
20060225,17.61,25.74,3.25,25.57,26.41
20060226,16.42,24.07,3.42,35.67,26.01
20060227,22.0,21.75,3.41,17.17,23.0
20060228,22.23,22.91,2.24,16.82,22.91
20060301,22.73,23.99,2.12,13.18,23.74
20060302,23.01,24.85,1.96,11.06,24.19
20060303,22.54,24.75,2.2,11.69,25.03
20060304,22.18,24.85,2.51,12.71,25.86
20060305,20.45,23.94,2.06,15.05,24.32
20060306,21.77,23.03,2.98,18.72,23.49
20060307,22.29,23.6,4.36,24.93,24.74
20060308,16.72,23.56,5.44,26.86,24.49
20060309,6.95,22.49,5.26,41.58,22.66
20060310,16.77,19.7,2.77,68.04,20.77
20060311,22.27,22.12,2.1,52.76,23.3
20060312,21.68,23.87,2.57,38.79,25.49
20060313,19.21,24.63,3.12,37.26,25.82
20060314,21.87,24.03,1.83,44.98,26.05
20060315,21.78,22.4,2.6,44.6,25.3
20060316,21.55,22.82,3.13,35.68,25.19
20060317,23.88,23.06,3.25,25.77,24.89
20060318,23.49,23.66,2.85,24.38,25.48
20060319,23.51,26.28,2.46,18.3,27.44
20060320,22.78,24.36,3.42,32.53,25.88
20060321,24.74,24.13,2.98,34.57,26.46
20060322,22.39,26.25,2.11,21.4,27.33
20060323,22.62,28.03,1.75,22.35,29.8
20060324,22.64,25.3,3.42,33.24,27.84
20060325,23.71,25.68,3.6,32.72,28.32
20060326,24.26,23.7,3.57,36.11,25.43
20060327,25.04,24.71,2.96,21.64,26.04
20060328,25.67,24.3,3.33,26.04,26.79
20060329,25.96,25.61,2.36,23.86,27.19
20060330,25.84,28.42,2.39,15.03,28.86
20060331,23.27,28.95,3.14,11.14,29.1
20060401,25.21,28.29,3.81,20.67,30.01
20060402,25.53,28.14,2.78,16.15,30.42
20060403,25.24,29.45,2.82,19.23,31.77
20060404,24.54,30.12,2.4,14.76,32.18
20060405,24.8,32.79,2.07,14.92,34.77
20060406,24.39,33.48,3.51,17.78,34.54
20060407,24.54,34.11,2.49,12.4,35.02
20060408,22.62,33.11,5.11,18.31,34.42
20060409,22.15,31.6,7.79,22.95,32.69
20060410,26.74,29.24,3.3,13.18,30.51
20060411,26.43,28.16,3.32,9.79,28.7
20060412,27.36,26.14,3.33,5.81,28.43
20060413,25.34,27.79,3.46,6.27,29.79
20060414,23.11,29.12,4.52,9.69,30.57
20060415,25.28,27.94,3.69,12.64,30.17
20060416,24.75,29.18,2.37,15.6,31.63
20060417,24.3,28.21,3.0,19.6,30.55
20060418,25.13,29.67,3.35,19.0,31.22
20060419,24.43,31.54,2.74,19.76,33.57
20060420,22.14,31.83,2.52,25.76,35.02
20060421,24.82,31.3,1.62,22.68,34.02
20060422,25.26,33.2,2.73,22.47,35.33
20060423,26.35,33.16,3.53,21.72,35.72
20060424,25.66,33.59,3.22,26.32,36.2
20060425,26.3,34.32,4.53,20.83,36.45
20060426,26.86,33.27,5.11,22.44,35.57
20060427,25.93,33.72,3.73,22.83,36.3
20060428,24.03,34.43,4.36,23.18,37.0
20060429,23.69,35.58,2.96,23.61,38.55
20060430,22.97,35.48,2.21,20.24,37.52
20060501,24.6,35.37,2.97,18.99,37.24
20060502,25.15,34.82,2.49,17.44,37.05
20060503,25.04,35.89,1.79,16.99,38.5
20060504,26.66,37.27,2.67,13.94,38.64
20060505,26.95,37.28,4.64,14.42,39.2
20060506,26.48,36.74,5.44,18.08,38.79
20060507,25.66,36.3,6.24,25.29,38.82
20060508,26.11,36.4,5.75,26.86,39.35
20060509,25.24,36.78,3.54,20.54,39.69
20060510,20.33,36.93,3.63,20.11,40.11
20060511,25.25,37.79,5.16,18.53,39.99
20060512,26.45,37.35,4.73,20.83,39.89
20060513,25.67,37.09,5.99,20.85,39.35
20060514,25.91,36.31,6.35,26.06,38.61
20060515,25.42,36.24,6.16,32.2,38.78
20060516,24.71,36.69,4.56,27.74,39.46
20060517,24.9,37.21,4.5,25.89,40.52
20060518,24.01,36.19,4.38,25.31,38.62
20060519,25.88,35.88,6.02,27.43,38.63
20060520,22.59,35.38,5.34,36.5,38.75
20060521,21.7,35.63,4.95,36.2,38.97
20060522,21.05,36.54,5.51,34.22,39.53
20060523,23.91,36.38,5.56,34.3,39.72
20060524,24.33,36.42,5.56,32.24,39.7
20060525,24.17,37.46,4.49,28.34,41.11
20060526,24.89,37.72,5.02,24.08,40.74
20060527,25.39,39.03,6.11,23.25,41.19
20060528,27.42,39.07,7.52,22.93,41.11
20060529,27.08,38.42,6.06,20.07,40.39
20060530,25.69,38.23,2.38,14.51,40.27
20060531,26.02,38.26,5.68,26.25,41.33
20060601,23.0,37.46,4.69,26.37,41.03
20060602,22.62,34.51,6.29,33.02,37.81
20060603,23.61,34.86,2.78,36.42,38.43
20060604,24.54,35.63,5.68,30.68,38.45
20060605,22.1,34.43,4.11,30.92,37.81
20060606,21.74,34.48,4.7,31.56,37.36
20060607,23.83,34.64,4.78,29.85,37.71
20060608,25.84,35.1,4.33,29.25,38.46
20060609,26.11,36.29,4.06,23.01,39.47
20060610,26.95,36.09,5.48,22.09,38.13
20060611,27.06,35.24,6.4,29.81,37.95
20060612,23.81,35.07,7.16,35.5,37.82
20060613,23.83,34.73,6.14,37.41,38.35
20060614,24.37,34.95,5.81,36.12,38.3
20060615,23.26,35.15,6.01,37.61,38.44
20060616,23.04,35.63,5.86,33.82,39.06
20060617,19.48,34.68,4.2,34.75,38.72
20060618,23.48,35.46,3.44,32.21,38.41
20060619,23.05,34.95,3.3,33.52,38.38
20060620,25.51,35.54,2.86,29.15,40.16
20060621,26.74,36.32,3.25,22.72,40.18
20060622,27.89,37.49,3.42,23.15,41.23
20060623,26.45,38.8,3.25,21.09,42.56
20060624,26.65,39.99,3.01,23.49,44.17
20060625,22.12,39.32,3.21,27.88,43.0
20060626,20.86,38.14,3.19,36.27,44.02
20060627,23.5,34.93,5.05,52.77,37.24
